Gender,Age,Continent,Height,Weight,OTU,Count
female,21,Europe,157,80,OTU90,709
female,22,Europe,168,84,OTU90,3143
female,22,Europe,174,58,OTU90,364
female,22,Europe,182,77,OTU90,391
female,22,North America,158,87,OTU90,2167
female,23,Europe,157,83,OTU90,351
female,23,Europe,190,64,OTU90,721
female,24,Europe,187,82,OTU90,4629
female,24,Europe,160,61,OTU90,4094
female,24,Europe,184,55,OTU90,3403
female,24,North America,164,89,OTU90,3604
female,24,North America,169,90,OTU90,806
female,25,Europe,188,83,OTU90,376
female,25,North America,179,67,OTU90,2854
female,25,North America,178,76,OTU90,3784
female,26,Europe,168,88,OTU90,4176
female,26,Europe,179,64,OTU90,2307
female,26,Europe,155,73,OTU90,4171
female,26,Europe,160,68,OTU90,523
female,27,Asia,170,64,OTU90,1568
female,27,Europe,173,59,OTU90,531
female,27,Europe,186,82,OTU90,1104
female,27,Europe,164,87,OTU90,4116
female,27,North America,186,57,OTU90,4454
female,28,Asia,166,77,OTU90,1469
female,28,Europe,175,85,OTU90,1807
female,28,Europe,163,63,OTU90,1601
female,29,Asia,164,73,OTU90,4755
female,29,Europe,159,75,OTU90,4912
female,29,Europe,184,85,OTU90,4315
female,29,North America,166,65,OTU90,4722
female,29,North America,170,67,OTU90,333
female,29,North America,167,81,OTU90,3528
female,29,North America,181,66,OTU90,3994
female,30,Europe,166,87,OTU90,4924
female,30,North America,161,78,OTU90,383
female,30,North America,181,57,OTU90,3670
female,31,Europe,166,77,OTU90,807
female,32,Europe,156,78,OTU90,1211
female,32,Europe,169,87,OTU90,2708
female,33,Europe,174,75,OTU90,4167
female,33,Europe,166,77,OTU90,4327
female,33,North America,174,89,OTU90,4892
female,33,North America,158,90,OTU90,450
female,34,Europe,167,79,OTU90,4925
female,34,Europe,188,57,OTU90,359
female,34,Europe,186,80,OTU90,25
female,34,Europe,177,75,OTU90,3865
female,34,North America,164,66,OTU90,4592
female,34,North America,171,62,OTU90,739
female,35,Asia,183,84,OTU90,1726
female,35,Europe,167,79,OTU90,1237
female,35,North America,182,90,OTU90,3565
female,35,North America,166,72,OTU90,487
female,35,North America,190,78,OTU90,1814
male,18,Europe,188,69,OTU90,1192
male,18,Europe,175,73,OTU90,2076
male,18,North America,188,68,OTU90,4841
male,18,North America,184,75,OTU90,1889
male,18,North America,166,74,OTU90,2503
male,19,Asia,159,80,OTU90,4352
male,19,Europe,184,58,OTU90,479
male,19,Europe,189,79,OTU90,2729
male,19,Europe,185,81,OTU90,3195
male,19,North America,186,77,OTU90,1827
male,20,Europe,170,89,OTU90,3668
male,20,Europe,178,90,OTU90,2080
male,20,North America,169,68,OTU90,4286
male,20,North America,180,75,OTU90,2633
male,20,North America,166,78,OTU90,1327
male,21,Europe,172,76,OTU90,20
male,22,Europe,183,86,OTU90,1211
male,22,Europe,158,70,OTU90,4101
male,22,North America,174,73,OTU90,4673
male,22,North America,186,81,OTU90,688
male,23,Asia,186,72,OTU90,4548
male,23,Europe,160,65,OTU90,1925
male,24,North America,177,73,OTU90,4624
male,24,North America,187,67,OTU90,3109
male,25,Europe,182,79,OTU90,1305
male,25,North America,185,82,OTU90,2965
male,25,North America,168,84,OTU90,35
male,26,Asia,180,73,OTU90,4508
male,26,Asia,190,70,OTU90,3515
male,26,Europe,190,77,OTU90,3499
male,26,Europe,186,87,OTU90,2112
male,26,North America,179,76,OTU90,2361
male,26,North America,176,58,OTU90,1642
male,27,Europe,188,85,OTU90,280
male,27,Europe,158,81,OTU90,2543
male,27,Europe,186,56,OTU90,3150
male,27,Europe,157,90,OTU90,2030
male,27,North America,172,67,OTU90,233
male,27,North America,162,66,OTU90,1439
male,28,Europe,175,80,OTU90,3590
male,28,Europe,162,85,OTU90,4037
male,28,Europe,183,72,OTU90,1823
male,28,Europe,183,71,OTU90,2240
male,28,North America,175,80,OTU90,180
male,29,Europe,164,74,OTU90,3874
male,29,North America,190,86,OTU90,1716
male,30,Europe,185,71,OTU90,4466
male,30,Europe,186,58,OTU90,1953
male,30,Europe,162,57,OTU90,2285
male,30,North America,156,78,OTU90,3579
male,31,Asia,182,88,OTU90,1143
male,31,Europe,182,89,OTU90,718
male,31,Europe,180,83,OTU90,935
male,31,Europe,170,69,OTU90,153
male,31,Europe,178,84,OTU90,1476
male,31,North America,186,57,OTU90,1252
male,32,Asia,187,87,OTU90,2369
male,32,Europe,180,58,OTU90,1116
male,32,Europe,170,55,OTU90,440
male,32,North America,157,79,OTU90,619
male,32,North America,188,56,OTU90,1756
male,32,North America,174,86,OTU90,2696
male,33,Europe,172,90,OTU90,482
male,33,Europe,166,81,OTU90,3723
male,33,Europe,172,87,OTU90,1938
male,33,Europe,184,67,OTU90,3792
male,33,North America,183,86,OTU90,2888
male,34,Europe,174,78,OTU90,3636
male,34,Europe,159,61,OTU90,1025
male,34,North America,169,68,OTU90,3670
male,34,North America,178,58,OTU90,4418
male,34,North America,188,62,OTU90,4854
female,18,Asia,186,72,OTU91,1117
female,18,Europe,160,77,OTU91,4210
female,18,Europe,156,88,OTU91,2071
female,18,Europe,189,61,OTU91,1744
female,18,Europe,160,67,OTU91,481
female,18,Europe,178,65,OTU91,1766
female,18,Europe,157,89,OTU91,3612
female,18,North America,181,82,OTU91,4162
female,19,Europe,164,62,OTU91,1749
female,19,North America,179,87,OTU91,3863
female,19,North America,188,69,OTU91,2038
female,20,Europe,184,65,OTU91,1493
female,21,Asia,162,90,OTU91,905
female,21,Europe,166,78,OTU91,3480
female,21,Europe,179,70,OTU91,1830
female,21,Europe,157,80,OTU91,960
female,22,Europe,168,84,OTU91,3828
female,22,Europe,174,58,OTU91,2431
female,22,Europe,182,77,OTU91,1117
female,22,North America,158,87,OTU91,4643
female,23,Europe,157,83,OTU91,1923
female,23,Europe,190,64,OTU91,555
female,24,Europe,187,82,OTU91,2558
female,24,Europe,160,61,OTU91,3617
female,24,Europe,184,55,OTU91,2504
female,24,North America,164,89,OTU91,682
female,24,North America,169,90,OTU91,3254
female,25,Europe,188,83,OTU91,3028
female,25,North America,179,67,OTU91,4726
female,25,North America,178,76,OTU91,445
female,26,Europe,168,88,OTU91,1849
female,26,Europe,179,64,OTU91,4481
female,26,Europe,155,73,OTU91,385
female,26,Europe,160,68,OTU91,4925
female,27,Asia,170,64,OTU91,654
female,27,Europe,173,59,OTU91,701
female,27,Europe,186,82,OTU91,1107
female,27,Europe,164,87,OTU91,422
female,27,North America,186,57,OTU91,3251
female,28,Asia,166,77,OTU91,3538
female,28,Europe,175,85,OTU91,36
female,28,Europe,163,63,OTU91,2970
female,29,Asia,164,73,OTU91,4233
female,29,Europe,159,75,OTU91,469
female,29,Europe,184,85,OTU91,849
female,29,North America,166,65,OTU91,2203
female,29,North America,170,67,OTU91,2109
female,29,North America,167,81,OTU91,4145
female,29,North America,181,66,OTU91,4375
female,30,Europe,166,87,OTU91,4154
female,30,North America,161,78,OTU91,955
female,30,North America,181,57,OTU91,3367
female,31,Europe,166,77,OTU91,2358
female,32,Europe,156,78,OTU91,4926
female,32,Europe,169,87,OTU91,3941
female,33,Europe,174,75,OTU91,2061
female,33,Europe,166,77,OTU91,2648
female,33,North America,174,89,OTU91,1956
female,33,North America,158,90,OTU91,837
female,34,Europe,167,79,OTU91,4492
female,34,Europe,188,57,OTU91,4120
female,34,Europe,186,80,OTU91,128
female,34,Europe,177,75,OTU91,4417
female,34,North America,164,66,OTU91,3296
female,34,North America,171,62,OTU91,820
female,35,Asia,183,84,OTU91,3102
female,35,Europe,167,79,OTU91,4881
female,35,North America,182,90,OTU91,3060
female,35,North America,166,72,OTU91,4745
female,35,North America,190,78,OTU91,4507
male,18,Europe,188,69,OTU91,3402
male,18,Europe,175,73,OTU91,402
male,18,North America,188,68,OTU91,2857
male,18,North America,184,75,OTU91,716
male,18,North America,166,74,OTU91,3270
male,19,Asia,159,80,OTU91,907
male,19,Europe,184,58,OTU91,1314
male,19,Europe,189,79,OTU91,2112
male,19,Europe,185,81,OTU91,1667
male,19,North America,186,77,OTU91,4004
male,20,Europe,170,89,OTU91,2262
male,20,Europe,178,90,OTU91,946
male,20,North America,169,68,OTU91,3808
male,20,North America,180,75,OTU91,638
male,20,North America,166,78,OTU91,2086
male,21,Europe,172,76,OTU91,3360
male,22,Europe,183,86,OTU91,2956
male,22,Europe,158,70,OTU91,4345
male,22,North America,174,73,OTU91,1404
male,22,North America,186,81,OTU91,3318
male,23,Asia,186,72,OTU91,3747
male,23,Europe,160,65,OTU91,3811
male,24,North America,177,73,OTU91,4761
male,24,North America,187,67,OTU91,4777
male,25,Europe,182,79,OTU91,1039
male,25,North America,185,82,OTU91,349
male,25,North America,168,84,OTU91,208
male,26,Asia,180,73,OTU91,393
male,26,Asia,190,70,OTU91,2998
male,26,Europe,190,77,OTU91,4766
male,26,Europe,186,87,OTU91,3735
male,26,North America,179,76,OTU91,5000
male,26,North America,176,58,OTU91,3374
male,27,Europe,188,85,OTU91,2097
male,27,Europe,158,81,OTU91,4423
male,27,Europe,186,56,OTU91,4486
male,27,Europe,157,90,OTU91,3215
male,27,North America,172,67,OTU91,827
male,27,North America,162,66,OTU91,3580
male,28,Europe,175,80,OTU91,2688
male,28,Europe,162,85,OTU91,2486
male,28,Europe,183,72,OTU91,3516
male,28,Europe,183,71,OTU91,4681
male,28,North America,175,80,OTU91,1393
male,29,Europe,164,74,OTU91,1356
male,29,North America,190,86,OTU91,3454
male,30,Europe,185,71,OTU91,1958
male,30,Europe,186,58,OTU91,219
male,30,Europe,162,57,OTU91,408
male,30,North America,156,78,OTU91,1331
male,31,Asia,182,88,OTU91,177
male,31,Europe,182,89,OTU91,1257
male,31,Europe,180,83,OTU91,784
male,31,Europe,170,69,OTU91,1691
male,31,Europe,178,84,OTU91,4663
male,31,North America,186,57,OTU91,4457
male,32,Asia,187,87,OTU91,1766
male,32,Europe,180,58,OTU91,1699
male,32,Europe,170,55,OTU91,4623
male,32,North America,157,79,OTU91,4733
male,32,North America,188,56,OTU91,1276
male,32,North America,174,86,OTU91,793
male,33,Europe,172,90,OTU91,555
male,33,Europe,166,81,OTU91,4427
male,33,Europe,172,87,OTU91,1206
male,33,Europe,184,67,OTU91,4272
male,33,North America,183,86,OTU91,15
male,34,Europe,174,78,OTU91,2666
male,34,Europe,159,61,OTU91,1398
male,34,North America,169,68,OTU91,3597
male,34,North America,178,58,OTU91,4260
male,34,North America,188,62,OTU91,3657
